source,target,value,shared_articles_count,source_tokens,target_tokens,overlap_tokens,overlap_count
electric vehicle,electric cars,1,1,electric | electric vehicle | vehicle,cars | electric | electric cars,electric,1
elite chinese,chinese athletes,1,1,chinese | elite | elite chinese,athletes | chinese | chinese athletes,chinese,1
elite chinese swimmers,chinese athletes,1,1,chinese | chinese swimmers | elite | elite chinese | swimmers,athletes | chinese | chinese athletes,chinese,1
federal government,federal regulators,1,1,federal | federal government | government,federal | federal regulators | regulators,federal,1
food drug administration,administration thursday,1,1,administration | drug | drug administration | food | food drug,administration | administration thursday | thursday,administration,1
former president,vice president,1,1,former | former president | president,president | vice | vice president,president,1
guilty plea,plea deal,1,1,guilty | guilty plea | plea,deal | plea | plea deal,plea,1
hard right,right wing,1,1,hard | hard right | right,right | right wing | wing,right,1
health care,health insurers,1,1,care | health | health care,health | health insurers | insurers,health,1
health insurance,health insurers,1,1,health | health insurance | insurance,health | health insurers | insurers,health,1
high interest rates,mortgage rates,1,1,high | high interest | interest | interest rates | rates,mortgage | mortgage rates | rates,rates,1
india prime,modi india,1,1,india | india prime | prime,india | modi | modi india,india,1
india prime,narendra modi india,1,1,india | india prime | prime,india | modi | modi india | narendra | narendra modi,india,1
india prime minister,modi india,1,1,india | india prime | minister | prime | prime minister,india | modi | modi india,india,1
india prime minister,narendra modi india,1,1,india | india prime | minister | prime | prime minister,india | modi | modi india | narendra | narendra modi,india,1
interest rate,high interest,1,1,interest | interest rate | rate,high | high interest | interest,interest,1
interest rate,high interest rates,1,1,interest | interest rate | rate,high | high interest | interest | interest rates | rates,interest,1
job market,stock market,1,1,job | job market | market,market | stock | stock market,market,1
labor market,stock market,1,1,labor | labor market | market,market | stock | stock market,market,1
last year,last week,1,1,last | last year | year,last | last week | week,last,1
last year,year old,1,1,last | last year | year,old | year | year old,year,1
lower interest,cutting interest,1,1,interest | lower | lower interest,cutting | cutting interest | interest,interest,1
lower interest,cutting interest rates,1,1,interest | lower | lower interest,cutting | cutting interest | interest | interest rates | rates,interest,1
lower interest rates,cutting interest,1,1,interest | interest rates | lower | lower interest | rates,cutting | cutting interest | interest,interest,1
new drug,drug administration,1,1,drug | new | new drug,administration | drug | drug administration,drug,1
new drug,food drug,1,1,drug | new | new drug,drug | food | food drug,drug,1
new drug,food drug administration,1,1,drug | new | new drug,administration | drug | drug administration | food | food drug,drug,1
new york,new jersey,1,1,new | new york | york,jersey | new | new jersey,new,1
new york city,hochul new,1,1,city | new | new york | york | york city,hochul | hochul new | new,new,1
new york city,kathy hochul new,1,1,city | new | new york | york | york city,hochul | hochul new | kathy | kathy hochul | new,new,1
new york city,new yorkers,1,1,city | new | new york | york | york city,new | new yorkers | yorkers,new,1
new york city,york times,1,1,city | new | new york | york | york city,times | york | york times,york,1
new yorkers,hochul new,1,1,new | new yorkers | yorkers,hochul | hochul new | new,new,1
new yorkers,hochul new york,1,1,new | new yorkers | yorkers,hochul | hochul new | new | new york | york,new,1
new yorkers,kathy hochul new,1,1,new | new yorkers | yorkers,hochul | hochul new | kathy | kathy hochul | new,new,1
obesity drugs,drugs like,1,1,drugs | obesity | obesity drugs,drugs | drugs like | like,drugs,1
olympic games,olympic gold,1,1,games | olympic | olympic games,gold | olympic | olympic gold,olympic,1
olympic games,paris games,1,1,games | olympic | olympic games,games | paris | paris games,games,1
opposition candidate,venezuela opposition,1,1,candidate | opposition | opposition candidate,opposition | venezuela | venezuela opposition,opposition,1
paris olympics,ahead olympics,1,1,olympics | paris | paris olympics,ahead | ahead olympics | olympics,olympics,1
pleaded guilty,guilty plea,1,1,guilty | pleaded | pleaded guilty,guilty | guilty plea | plea,guilty,1
police department,police officer,1,1,department | police | police department,officer | police | police officer,police,1
police department,police officers,1,1,department | police | police department,officers | police | police officers,police,1
positive banned,positive powerful,1,1,banned | positive | positive banned,positive | positive powerful | powerful,positive,1
positive banned,powerful banned,1,1,banned | positive | positive banned,banned | powerful | powerful banned,banned,1
positive banned,powerful banned substance,1,1,banned | positive | positive banned,banned | banned substance | powerful | powerful banned | substance,banned,1
positive banned,tested positive powerful,1,1,banned | positive | positive banned,positive | positive powerful | powerful | tested | tested positive,positive,1
positive banned drug,positive powerful,1,1,banned | banned drug | drug | positive | positive banned,positive | positive powerful | powerful,positive,1
positive banned drug,powerful banned,1,1,banned | banned drug | drug | positive | positive banned,banned | powerful | powerful banned,banned,1
positive banned drug,powerful banned substance,1,1,banned | banned drug | drug | positive | positive banned,banned | banned substance | powerful | powerful banned | substance,banned,1
positive banned drug,tested positive powerful,1,1,banned | banned drug | drug | positive | positive banned,positive | positive powerful | powerful | tested | tested positive,positive,1
positive tests banned,swimmers tested positive,1,1,banned | positive | positive tests | tests | tests banned,positive | swimmers | swimmers tested | tested | tested positive,positive,1
positive tests banned,tested positive,1,1,banned | positive | positive tests | tests | tests banned,positive | tested | tested positive,positive,1
president biden,president elect,1,1,biden | president | president biden,elect | president | president elect,president,1
president emmanuel,president biden,1,1,emmanuel | president | president emmanuel,biden | president | president biden,president,1
president emmanuel macron,president biden,1,1,emmanuel | emmanuel macron | macron | president | president emmanuel,biden | president | president biden,president,1
president nicolás,term president,1,1,nicol | president | president nicol,president | term | term president,president,1
president nicolás maduro,term president,1,1,maduro | nicol | nicol maduro | president | president nicol,president | term | term president,president,1
prime minister narendra,prime justin,1,1,minister | minister narendra | narendra | prime | prime minister,justin | prime | prime justin,prime,1
prime minister narendra,prime justin trudeau,1,1,minister | minister narendra | narendra | prime | prime minister,justin | justin trudeau | prime | prime justin | trudeau,prime,1
rates thursday,lower interest rates,1,1,rates | rates thursday | thursday,interest | interest rates | lower | lower interest | rates,rates,1
renewable energy,clean energy,1,1,energy | renewable | renewable energy,clean | clean energy | energy,energy,1
summer olympics,paris olympics,1,1,olympics | summer | summer olympics,olympics | paris | paris olympics,olympics,1
term president,former president,1,1,president | term | term president,former | former president | president,president,1
term president,vice president,1,1,president | term | term president,president | vice | vice president,president,1
tested positive banned,positive powerful,1,1,banned | positive | positive banned | tested | tested positive,positive | positive powerful | powerful,positive,1
tested positive banned,powerful banned,1,1,banned | positive | positive banned | tested | tested positive,banned | powerful | powerful banned,banned,1
tested positive banned,powerful banned substance,1,1,banned | positive | positive banned | tested | tested positive,banned | banned substance | powerful | powerful banned | substance,banned,1
